transaction_id,customer_id,transaction_date,period,days_from_launch,post_flag,ramp_flag,campaign_flag,country,device_type,customer_tenure,risk_tier,transaction_value_usd,verification_completed,verification_time_seconds,manual_review,payment_declined,support_contact,fraud_confirmed
TXN0042487,CUST013616,2026-04-19,Post,18,1,0,0,BR,Mobile,New,Low,92.65,1,75.03,0,0,0,0
TXN0002507,CUST013851,2026-02-05,Pre,-55,0,0,0,US,Mobile,Existing,Low,144.29,1,95.98,0,0,0,0
TXN0058233,CUST017281,2026-05-13,Post,42,1,0,0,US,Mobile,New,Low,64.1,0,27.38,0,0,0,0
TXN0037331,CUST021928,2026-04-10,Post,9,1,0,0,US,Desktop,Existing,Low,207.09,0,26.7,0,0,1,0
TXN0034382,CUST022386,2026-04-05,Post,4,1,1,0,US,Mobile,New,High,11.41,1,219.53,1,1,0,0
TXN0064259,CUST023661,2026-05-24,Post,53,1,0,0,US,Desktop,Existing,Low,26.12,1,70.92,0,0,0,0
TXN0005268,CUST001346,2026-02-10,Pre,-50,0,0,0,MX,Mobile,New,Medium,132.16,0,136.23,0,0,0,0
TXN0037963,CUST002506,2026-04-11,Post,10,1,0,0,BR,Desktop,New,Low,33.92,0,104.98,0,0,0,0
TXN0010146,CUST025078,2026-02-19,Pre,-41,0,0,0,CR,Mobile,New,Low,213.71,1,158.14,0,0,0,0
TXN0022772,CUST011521,2026-03-15,Pre,-17,0,0,0,MX,Desktop,Existing,Medium,41.02,0,235.55,1,0,0,0
TXN0014937,CUST020359,2026-02-28,Pre,-32,0,0,0,MX,Desktop,Existing,Medium,118.64,1,138.21,1,0,0,0
TXN0042114,CUST005421,2026-04-18,Post,17,1,0,0,US,Mobile,Existing,Low,51.47,1,111.29,0,0,0,0
TXN0007447,CUST003205,2026-02-14,Pre,-46,0,0,0,BR,Desktop,New,Medium,120.45,1,162.03,1,0,0,0
TXN0046507,CUST003346,2026-04-26,Post,25,1,0,0,CR,Mobile,New,Medium,54.15,1,80.84,0,1,0,0
TXN0020418,CUST018295,2026-03-11,Pre,-21,0,0,0,US,Desktop,Existing,Low,76.41,1,19.82,0,1,0,0
TXN0041608,CUST021172,2026-04-17,Post,16,1,0,0,US,Mobile,New,Medium,52.97,1,39.44,0,0,0,0
TXN0052643,CUST013079,2026-05-06,Post,35,1,0,1,BR,Mobile,New,Medium,46.78,1,31.84,0,0,1,0
TXN0038629,CUST010240,2026-04-12,Post,11,1,0,0,US,Mobile,New,High,219.86,0,183.6,1,1,0,0
TXN0026847,CUST005687,2026-03-22,Pre,-10,0,0,0,BR,Mobile,Existing,Low,227.16,1,66.95,0,0,0,0
TXN0050956,CUST021417,2026-05-04,Post,33,1,0,1,US,Desktop,New,Medium,12.46,1,73.49,0,0,0,0
TXN0042461,CUST022618,2026-04-19,Post,18,1,0,0,MX,Mobile,Existing,Low,83.3,1,27.65,0,0,0,0
TXN0061210,CUST020634,2026-05-19,Post,48,1,0,0,US,Mobile,Existing,Low,57.42,1,68.61,1,0,0,0
TXN0064511,CUST009882,2026-05-24,Post,53,1,0,0,CR,Mobile,Existing,Low,87.34,1,49.1,0,0,0,0
TXN0011977,CUST010551,2026-02-23,Pre,-37,0,0,0,US,Mobile,Existing,Low,29.88,1,225.81,1,0,0,0
TXN0064991,CUST012097,2026-05-25,Post,54,1,0,0,us,Mobile,New,Low,161.17,1,47.06,1,0,0,0
TXN0029207,CUST014668,2026-03-27,Pre,-5,0,0,0,US,Mobile,Existing,Medium,34.98,1,326.77,0,1,0,0
TXN0005930,CUST004918,2026-02-11,Pre,-49,0,0,0,US,Mobile,Existing,Medium,171.17,1,89.2,1,0,0,0
TXN0025799,CUST008737,2026-03-20,Pre,-12,0,0,0,MX,Mobile,Existing,Medium,135.15,1,91.89,1,0,0,0
TXN0034252,CUST016017,2026-04-05,Post,4,1,1,0,BR,Mobile,New,Low,72.69,1,83.38,0,0,0,0
TXN0056094,CUST003913,2026-05-10,Post,39,1,0,1,US,Mobile,Existing,Medium,204.16,0,137.71,1,0,0,0
TXN0015630,CUST012996,2026-03-02,Pre,-30,0,0,0,US,Mobile,Existing,Medium,155.79,1,106.6,0,1,0,0
TXN0036735,CUST021346,2026-04-09,Post,8,1,0,0,US,Mobile,Existing,Low,298.31,1,43.19,0,0,0,0
TXN0034686,CUST003929,2026-04-05,Post,4,1,1,0,BR,Mobile,Existing,Medium,468.47,1,89.26,0,0,0,0
TXN0061551,CUST007377,2026-05-19,Post,48,1,0,0,BR,Mobile,Existing,Medium,89.79,0,97.35,1,0,0,0
TXN0065684,CUST001090,2026-05-26,Post,55,1,0,0,CR,Mobile,Existing,High,24.81,1,-5.0,0,1,0,0
TXN0002346,CUST011102,2026-02-05,Pre,-55,0,0,0,BR,Desktop,New,Low,34.89,1,60.07,0,0,0,0
TXN0009158,CUST017100,2026-02-18,Pre,-42,0,0,0,US,Mobile,New,Medium,121.72,1,49.21,0,0,0,0
TXN0015471,CUST025387,2026-03-02,Pre,-30,0,0,0,US,Desktop,New,Medium,71.33,0,55.66,0,0,0,0
TXN0061508,CUST020249,2026-05-19,Post,48,1,0,0,BR,Mobile,New,Low,67.15,1,18.86,0,0,0,0
TXN0041042,CUST020567,2026-04-16,Post,15,1,0,0,US,Mobile,New,Low,86.45,1,81.26,0,0,0,0
TXN0066484,CUST019509,2026-05-27,Post,56,1,0,0,MX,Mobile,Existing,Medium,148.5,1,8134.0,0,0,0,0
TXN0009600,CUST016808,2026-02-18,Pre,-42,0,0,0,BR,Desktop,Existing,Low,13.54,1,111.22,1,0,0,0
TXN0066507,CUST005124,2026-05-27,Post,56,1,0,0,BR,Mobile,New,High,233.98,1,118.37,0,0,0,0
TXN0064991,CUST012097,2026-05-25,Post,54,1,0,0,US,Mobile,New,Low,161.17,1,47.06,1,0,0,0
TXN0064821,CUST008713,2026-05-25,Post,54,1,0,0,CR,Mobile,Existing,Low,65.66,1,47.57,0,0,0,0
TXN0007673,CUST023406,2026-02-15,Pre,-45,0,0,0,MX,Mobile,New,Medium,72.48,1,80.28,0,0,0,0
TXN0025585,CUST004190,2026-03-20,Pre,-12,0,0,0,BR,Desktop,Existing,Medium,126.92,1,114.47,1,0,0,0
TXN0046598,CUST003693,2026-04-26,Post,25,1,0,0,BR,Desktop,Existing,Low,202.5,1,167.15,0,0,0,0
TXN0042930,CUST016689,2026-04-20,Post,19,1,0,0,BR,Mobile,Existing,Low,27.59,1,35.64,0,0,0,0
TXN0051577,CUST020779,2026-05-04,Post,33,1,0,1,US,Desktop,New,Medium,38.32,1,102.13,1,0,0,0
TXN0013803,CUST002040,2026-02-26,Pre,-34,0,0,0,CR,Desktop,Existing,Low,171.23,1,203.1,0,0,1,0
TXN0034311,CUST003879,2026-04-05,Post,4,1,1,0,US,Desktop,Existing,Medium,54.65,1,101.43,0,0,0,0
TXN0009062,CUST009134,2026-02-18,Pre,-42,0,0,0,BR,Desktop,Existing,Low,55.92,1,77.36,0,0,1,0
TXN0055609,CUST009808,2026-05-09,Post,38,1,0,1,CR,Mobile,Existing,Medium,146.43,0,36.62,0,0,0,0
TXN0066396,CUST022294,2026-05-27,Post,56,1,0,0,BR,Mobile,New,Low,515.7,1,80.29,1,0,0,0
TXN0044042,CUST005953,2026-04-21,Post,20,1,0,0,BR,Mobile,New,Low,125.94,1,70.4,0,0,0,0
TXN0022190,CUST017502,2026-03-14,Pre,-18,0,0,0,BR,Desktop,New,Medium,72.1,1,56.01,0,0,0,0
TXN0023721,CUST000326,2026-03-17,Pre,-15,0,0,0,BR,Desktop,Existing,High,530.7,1,112.24,1,0,0,1
TXN0030546,CUST023391,2026-03-29,Pre,-3,0,0,0,US,Mobile,Existing,Low,90.02,0,103.42,0,0,0,0
TXN0035768,CUST012708,2026-04-07,Post,6,1,1,0,BR,Desktop,New,Low,410.65,1,35.16,0,0,0,0
TXN0057778,CUST006428,2026-05-13,Post,42,1,0,0,MX,Mobile,New,High,19.87,1,144.52,1,0,0,0
TXN0019101,CUST011576,2026-03-08,Pre,-24,0,0,0,CR,Desktop,New,Low,139.0,1,91.71,0,0,0,0
TXN0048367,CUST021290,2026-04-29,Post,28,1,0,0,BR,Mobile,Existing,Low,116.11,1,43.91,0,0,0,0
TXN0019196,CUST023887,2026-03-09,Pre,-23,0,0,0,BR,Mobile,New,Medium,32.55,1,39.03,0,0,0,0
TXN0062538,CUST011012,2026-05-21,Post,50,1,0,0,CR,Mobile,Existing,Medium,56.86,1,29.83,0,0,0,0
TXN0061659,CUST001261,2026-05-19,Post,48,1,0,0,CR,Mobile,Existing,Low,33.13,1,48.19,0,0,0,0
TXN0058525,CUST011077,2026-05-14,Post,43,1,0,0,US,Desktop,New,Low,65.6,1,39.89,0,0,0,0
TXN0067055,CUST011994,2026-05-28,Post,57,1,0,0,BR,Mobile,New,Low,241.52,0,59.81,0,0,1,0
TXN0031003,CUST007695,2026-03-30,Pre,-2,0,0,0,BR,Mobile,New,Medium,75.83,1,132.77,0,0,1,0
TXN0049432,CUST008357,2026-05-01,Post,30,1,0,0,BR,Mobile,Existing,Medium,119.67,0,56.2,1,0,0,0
TXN0012374,CUST014665,2026-02-24,Pre,-36,0,0,0,BR,Desktop,New,Medium,215.96,1,65.82,0,0,0,0
TXN0051956,CUST001834,2026-05-05,Post,34,1,0,1,BR,Desktop,Existing,Low,86.92,1,68.16,0,0,0,0
TXN0008084,CUST000557,2026-02-16,Pre,-44,0,0,0,BR,Mobile,New,Low,138.09,1,195.02,0,0,0,0
TXN0036072,CUST005679,2026-04-08,Post,7,1,0,0,US,Mobile,Existing,Low,107.76,1,51.52,0,0,0,0
TXN0029336,CUST013863,2026-03-27,Pre,-5,0,0,0,BR,Mobile,Existing,Medium,179.3,1,5689.0,0,1,0,0
TXN0001514,CUST009560,2026-02-03,Pre,-57,0,0,0,MX,Mobile,New,Low,359.13,1,79.03,0,0,0,0
TXN0065684,CUST001090,2026-05-26,Post,55,1,0,0,CR,Mobile,Existing,High,24.81,1,201.14,0,1,0,0
TXN0023295,CUST005383,2026-03-16,Pre,-16,0,0,0,BR,Mobile,Existing,Low,160.28,1,38.24,0,0,0,0
TXN0050762,CUST025811,2026-05-03,Post,32,1,0,0,MX,Desktop,New,Medium,20.19,1,47.52,1,0,0,0
TXN0002102,CUST001261,2026-02-04,Pre,-56,0,0,0,MX,Desktop,New,Low,49.46,1,71.06,0,0,0,0
TXN0035169,CUST024212,2026-04-06,Post,5,1,1,0,US,Mobile,Existing,Low,94.23,1,51.8,0,0,0,0
TXN0015478,CUST012961,2026-03-02,Pre,-30,0,0,0,US,Mobile,Existing,Low,167.99,1,194.28,1,0,0,0
TXN0043536,CUST006288,2026-04-21,Post,20,1,0,0,US,Desktop,Existing,Low,73.69,1,18.47,0,0,0,0
TXN0037221,CUST016720,2026-04-10,Post,9,1,0,0,US,Mobile,New,Low,49.19,0,167.35,0,0,0,0
TXN0021320,CUST021054,2026-03-12,Pre,-20,0,0,0,US,Mobile,New,Low,216.63,1,50.61,0,0,0,0
TXN0067109,CUST025123,2026-05-28,Post,57,1,0,0,MX,Mobile,New,Low,37.4,1,223.19,1,0,0,0
TXN0060602,CUST013535,2026-05-18,Post,47,1,0,0,US,Mobile,New,Low,51.71,1,74.16,0,0,0,0
TXN0056952,CUST003238,2026-05-11,Post,40,1,0,0,us,Desktop,Existing,High,27.68,1,155.42,1,0,0,0
TXN0050923,CUST021191,2026-05-03,Post,32,1,0,0,CR,Desktop,New,Medium,16.27,1,206.58,0,0,0,0
TXN0003819,CUST013035,2026-02-08,Pre,-52,0,0,0,CR,Desktop,Existing,High,91.72,1,60.16,0,0,0,0
TXN0016670,CUST010134,2026-03-04,Pre,-28,0,0,0,US,Mobile,New,Low,80.88,1,104.18,0,0,0,0
TXN0046235,CUST014994,2026-04-25,Post,24,1,0,0,US,Desktop,New,Medium,72.24,1,51.96,0,0,0,0
TXN0056715,CUST008215,2026-05-11,Post,40,1,0,0,US,Desktop,Existing,Medium,191.51,1,63.39,0,0,0,0
TXN0043289,CUST019346,2026-04-20,Post,19,1,0,0,MX,Desktop,Existing,Medium,102.46,1,35.03,0,0,0,0
TXN0010944,CUST012857,2026-02-21,Pre,-39,0,0,0,BR,Mobile,New,Medium,51.85,1,207.63,1,0,0,0
TXN0041965,CUST017962,2026-04-18,Post,17,1,0,0,BR,Mobile,New,Low,40.28,1,56.54,0,0,0,0
TXN0010295,CUST015105,2026-02-20,Pre,-40,0,0,0,MX,Desktop,Existing,Low,10.68,1,52.74,1,0,0,0
TXN0049429,CUST010705,2026-05-01,Post,30,1,0,0,MX,Desktop,Existing,Low,154.15,1,71.54,0,0,0,0
TXN0054963,CUST024720,2026-05-08,Post,37,1,0,1,MX,Mobile,New,Medium,44.96,1,69.87,0,0,0,0
TXN0025515,CUST024829,2026-03-20,Pre,-12,0,0,0,MX,Mobile,New,Medium,55.47,1,196.19,1,0,0,0
TXN0063425,CUST010314,2026-05-22,Post,51,1,0,0,US,Desktop,New,Low,57.95,1,40.47,0,0,1,0
TXN0050985,CUST024247,2026-05-04,Post,33,1,0,1,US,Desktop,New,Low,160.27,1,40.85,0,0,0,0
TXN0062777,CUST007702,2026-05-21,Post,50,1,0,0,MX,Mobile,New,Medium,39.36,1,60.51,0,0,0,0
TXN0017175,CUST009116,2026-03-05,Pre,-27,0,0,0,MX,Mobile,New,Medium,136.02,1,161.72,0,0,0,0
TXN0032410,CUST008923,2026-04-01,Post,0,1,1,0,US,Mobile,New,Medium,192.26,1,64.12,0,0,0,0
TXN0043682,CUST018722,2026-04-21,Post,20,1,0,0,MX,Mobile,New,Low,48.23,1,27.66,0,0,0,0
TXN0038522,CUST011933,2026-04-12,Post,11,1,0,0,BR,Mobile,Existing,Low,90.07,1,78.56,0,1,0,0
TXN0059517,CUST016094,2026-05-15,Post,44,1,0,0,BR,Mobile,Existing,Low,19.58,1,32.17,0,0,0,0
TXN0060113,CUST023507,2026-05-17,Post,46,1,0,0,MX,Mobile,New,Low,246.53,1,75.7,0,0,0,0
TXN0055305,CUST005670,2026-05-09,Post,38,1,0,1,BR,Mobile,Existing,Low,197.83,1,48.19,0,0,0,0
TXN0004042,CUST023548,2026-02-08,Pre,-52,0,0,0,BR,Desktop,New,Low,216.16,1,28.12,0,0,0,0
TXN0037259,CUST003157,2026-04-10,Post,9,1,0,0,US,Mobile,New,High,174.8,1,137.72,1,0,0,0
TXN0021705,CUST024491,2026-03-13,Pre,-19,0,0,0,US,Desktop,New,Low,335.97,1,53.56,0,0,0,0
TXN0008955,CUST004904,2026-02-17,Pre,-43,0,0,0,BR,Mobile,Existing,Low,29.83,1,100.45,1,0,0,0
TXN0009541,CUST001367,2026-02-18,Pre,-42,0,0,0,CR,Mobile,New,Medium,20.24,0,152.66,1,0,1,0
TXN0025089,CUST008075,2026-03-19,Pre,-13,0,0,0,BR,Desktop,Existing,Low,60.98,1,86.18,1,0,0,0
TXN0050033,CUST004641,2026-05-02,Post,31,1,0,0,BR,Mobile,New,Medium,132.81,0,84.31,1,0,0,0
TXN0049782,CUST003745,2026-05-01,Post,30,1,0,0,US,Desktop,Existing,High,51.26,1,67.42,0,0,0,0
TXN0015300,CUST021868,2026-03-01,Pre,-31,0,0,0,US,Mobile,Existing,Low,20.82,1,88.43,0,0,1,0
TXN0007743,CUST014033,2026-02-15,Pre,-45,0,0,0,US,Mobile,Existing,Medium,138.56,1,126.94,0,0,0,0
TXN0066672,CUST002316,2026-05-28,Post,57,1,0,0,MX,Mobile,Existing,Low,75.96,1,125.54,0,0,0,0
TXN0018973,CUST011495,2026-03-08,Pre,-24,0,0,0,BR,Mobile,Existing,High,115.55,1,159.07,0,0,0,0
TXN0060035,CUST018281,2026-05-17,Post,46,1,0,0,MX,Mobile,New,Medium,43.05,0,46.01,0,0,0,0
TXN0064187,CUST001117,2026-05-24,Post,53,1,0,0,MX,Mobile,Existing,Low,127.4,1,31.84,0,0,0,0
TXN0030178,CUST007963,2026-03-28,Pre,-4,0,0,0,US,Desktop,New,Low,183.21,1,83.9,0,0,1,0
TXN0005732,CUST016769,2026-02-11,Pre,-49,0,0,0,US,Mobile,New,Medium,60.53,1,79.5,0,0,0,0
TXN0017120,CUST013623,2026-03-04,Pre,-28,0,0,0,BR,Desktop,Existing,Low,162.79,1,46.57,0,0,0,0
TXN0018454,CUST024909,2026-03-07,Pre,-25,0,0,0,US,Desktop,New,Low,17.59,1,33.64,0,0,1,0
TXN0066092,CUST013997,2026-05-27,Post,56,1,0,0,BR,Mobile,Existing,Low,289.24,1,44.58,0,0,0,0
TXN0011461,CUST015836,2026-02-22,Pre,-38,0,0,0,US,Mobile,Existing,Medium,32.71,1,80.52,0,0,0,0
TXN0023276,CUST019847,2026-03-16,Pre,-16,0,0,0,MX,Desktop,New,High,53.82,1,303.51,1,0,0,0
TXN0040091,CUST013599,2026-04-15,Post,14,1,0,0,MX,Mobile,New,Low,162.43,0,68.11,1,0,0,0
TXN0014661,CUST000108,2026-02-28,Pre,-32,0,0,0,US,Mobile,Existing,Low,42.97,1,139.8,0,0,0,0
TXN0024231,CUST008255,2026-03-18,Pre,-14,0,0,0,CR,Mobile,New,Low,99.48,1,103.82,1,0,0,0
TXN0034734,CUST001011,2026-04-06,Post,5,1,1,0,US,Mobile,New,Low,92.18,1,158.13,1,0,0,0
TXN0041079,CUST024803,2026-04-16,Post,15,1,0,0,US,Desktop,New,High,23.96,1,98.09,1,0,0,0
TXN0052199,CUST017998,2026-05-05,Post,34,1,0,1,MX,Mobile,New,High,68.01,0,7461.0,0,0,0,0
TXN0024436,CUST014262,2026-03-18,Pre,-14,0,0,0,US,Mobile,Existing,Low,182.21,1,112.89,0,0,1,0
TXN0037545,CUST015384,2026-04-10,Post,9,1,0,0,US,Mobile,New,Medium,22.3,1,102.07,0,0,0,0
TXN0024150,CUST023791,2026-03-18,Pre,-14,0,0,0,US,Desktop,Existing,Low,249.51,1,60.22,0,0,0,0
TXN0005664,CUST004633,2026-02-11,Pre,-49,0,0,0,US,Mobile,Existing,Medium,20.64,1,66.85,0,0,0,0
TXN0041254,CUST014171,2026-04-17,Post,16,1,0,0,MX,Desktop,New,Low,384.51,1,41.13,1,0,0,0
TXN0013233,CUST011504,2026-02-25,Pre,-35,0,0,0,BR,Mobile,New,Low,191.72,1,100.71,0,0,1,0
TXN0008447,CUST019463,2026-02-16,Pre,-44,0,0,0,US,Mobile,Existing,Medium,60.44,0,151.96,0,0,0,0
TXN0025403,CUST002211,2026-03-19,Pre,-13,0,0,0,US,Desktop,Existing,Medium,30.19,1,225.69,1,1,0,0
TXN0027061,CUST017678,2026-03-23,Pre,-9,0,0,0,CR,Mobile,Existing,Medium,21.36,0,119.5,1,0,0,0
TXN0063068,CUST012044,2026-05-22,Post,51,1,0,0,MX,Desktop,Existing,Low,56.33,1,29.59,0,0,0,0
TXN0000290,CUST020418,2026-02-01,Pre,-59,0,0,0,US,Mobile,Existing,High,51.31,1,102.79,0,0,0,0
TXN0039013,CUST023424,2026-04-13,Post,12,1,0,0,US,Mobile,New,Low,45.49,0,17.88,0,0,0,0
TXN0010111,CUST021723,2026-02-19,Pre,-41,0,0,0,BR,Desktop,Existing,Low,277.48,1,40.6,0,0,1,0
TXN0016376,CUST002741,2026-03-03,Pre,-29,0,0,0,US,Mobile,New,High,100.12,0,46.39,0,0,0,0
TXN0053163,CUST022651,2026-05-06,Post,35,1,0,1,BR,Mobile,New,Low,65.75,1,83.83,0,1,0,0
TXN0029367,CUST019200,2026-03-27,Pre,-5,0,0,0,US,Mobile,New,High,24.4,0,77.68,1,1,0,0
TXN0063895,CUST017374,2026-05-23,Post,52,1,0,0,BR,Mobile,Existing,Low,75.62,1,195.91,1,0,0,0
TXN0025553,CUST023984,2026-03-20,Pre,-12,0,0,0,MX,Mobile,Existing,Low,40.41,1,65.31,0,0,0,0
TXN0036375,CUST011093,2026-04-08,Post,7,1,0,0,CR,Mobile,Existing,Low,337.11,1,35.63,0,0,0,0
TXN0037404,CUST012735,2026-04-10,Post,9,1,0,0,US,Mobile,Existing,Low,160.39,1,22.78,0,0,0,0
TXN0031267,CUST004539,2026-03-30,Pre,-2,0,0,0,MX,Mobile,New,Low,79.45,1,49.44,0,0,0,0
TXN0067541,CUST024702,2026-05-29,Post,58,1,0,0,BR,Mobile,Existing,Low,283.97,1,65.63,0,0,0,0
TXN0032309,CUST010180,2026-04-01,Post,0,1,1,0,US,Mobile,New,Low,45.16,1,34.63,0,0,0,0
TXN0024844,CUST020487,2026-03-19,Pre,-13,0,0,0,BR,Mobile,New,High,34.37,1,241.77,1,1,0,0
TXN0050801,CUST008997,2026-05-03,Post,32,1,0,0,MX,Mobile,Existing,Low,25.73,1,111.76,1,0,1,0
TXN0040435,CUST008582,2026-04-15,Post,14,1,0,0,US,Desktop,New,Medium,77.39,0,36.0,0,0,0,0
TXN0026781,CUST021262,2026-03-22,Pre,-10,0,0,0,US,Mobile,New,Low,46.01,0,96.87,0,0,0,0
TXN0063548,CUST011611,2026-05-22,Post,51,1,0,0,MX,Mobile,Existing,High,22.34,1,111.12,0,0,0,0
TXN0016556,CUST003520,2026-03-03,Pre,-29,0,0,0,US,Mobile,New,Medium,91.06,1,152.93,0,0,0,0
TXN0044793,CUST015495,2026-04-23,Post,22,1,0,0,CR,Desktop,Existing,Low,221.59,1,28.23,0,0,0,0
TXN0053097,CUST017031,2026-05-06,Post,35,1,0,1,MX,Mobile,New,Low,64.04,1,39.36,0,0,0,0
TXN0034766,CUST016323,2026-04-06,Post,5,1,1,0,US,Mobile,Existing,Medium,160.08,1,43.75,0,0,0,1
TXN0064522,CUST005860,2026-05-24,Post,53,1,0,0,MX,Desktop,New,Low,106.14,1,56.86,0,0,0,0
TXN0032354,CUST011625,2026-04-01,Post,0,1,1,0,BR,Mobile,New,Low,58.17,1,58.06,0,0,0,0
TXN0043893,CUST003587,2026-04-21,Post,20,1,0,0,US,Desktop,New,Low,658.13,1,47.58,0,0,0,0
TXN0001743,CUST020516,2026-02-04,Pre,-56,0,0,0,US,Mobile,New,Medium,194.06,1,238.75,1,0,0,0
TXN0024877,CUST025299,2026-03-19,Pre,-13,0,0,0,BR,Mobile,Existing,Low,284.84,1,97.69,0,0,0,0
TXN0060598,CUST015262,2026-05-18,Post,47,1,0,0,MX,Mobile,New,Low,64.11,1,39.51,0,0,0,0
TXN0068491,CUST022618,2026-05-31,Post,60,1,0,0,US,Mobile,New,Low,85.84,1,53.26,1,0,0,0
TXN0019138,CUST010443,2026-03-08,Pre,-24,0,0,0,MX,Mobile,New,Low,93.48,1,98.09,0,0,0,0
TXN0066598,CUST023736,2026-05-28,Post,57,1,0,0,BR,Desktop,Existing,Medium,92.18,1,93.61,0,0,0,0
TXN0039501,CUST019583,2026-04-14,Post,13,1,0,0,BR,Mobile,New,Low,169.46,1,74.74,0,0,0,0
TXN0063792,CUST015681,2026-05-23,Post,52,1,0,0,CR,Mobile,Existing,Medium,103.45,1,68.74,0,0,0,0
TXN0054200,CUST001896,2026-05-07,Post,36,1,0,1,MX,Desktop,New,Low,71.93,1,58.21,0,0,0,0
TXN0036839,CUST011486,2026-04-09,Post,8,1,0,0,BR,Mobile,Existing,Medium,69.8,1,50.47,0,0,0,0
TXN0044880,CUST020139,2026-04-23,Post,22,1,0,0,BR,Mobile,New,Medium,43.7,1,54.84,0,0,0,0
TXN0032752,CUST005629,2026-04-02,Post,1,1,1,0,US,Mobile,New,Low,306.04,1,54.04,1,0,0,0
TXN0066403,CUST025248,2026-05-27,Post,56,1,0,0,BR,Desktop,Existing,Low,147.95,1,64.44,0,0,0,0
TXN0043624,CUST002399,2026-04-21,Post,20,1,0,0,US,Mobile,New,Medium,64.19,0,161.91,1,0,1,0
TXN0056841,CUST016842,2026-05-11,Post,40,1,0,0,MX,Mobile,Existing,Low,66.92,1,122.07,1,0,0,0
TXN0037697,CUST020891,2026-04-10,Post,9,1,0,0,CR,Mobile,New,High,45.73,1,35.02,0,0,0,0
TXN0031812,CUST023783,2026-03-31,Pre,-1,0,0,0,MX,Mobile,New,Low,301.87,1,144.16,1,0,0,0
TXN0067748,CUST003253,2026-05-30,Post,59,1,0,0,BR,Mobile,New,Low,125.79,1,59.32,0,0,0,0
TXN0053873,CUST021562,2026-05-07,Post,36,1,0,1,MX,Mobile,New,Low,184.53,1,36.95,0,0,0,0
TXN0035619,CUST014622,2026-04-07,Post,6,1,1,0,US,Mobile,New,Low,89.04,1,61.62,0,0,0,0
TXN0007302,CUST009733,2026-02-14,Pre,-46,0,0,0,US,Mobile,Existing,Low,66.37,0,49.64,0,0,1,0
TXN0009483,CUST002621,2026-02-18,Pre,-42,0,0,0,US,Mobile,Existing,Low,91.03,0,185.13,0,0,0,0
TXN0025896,CUST010680,2026-03-20,Pre,-12,0,0,0,US,Mobile,Existing,Medium,37.23,1,117.82,1,0,0,0
TXN0061400,CUST007792,2026-05-19,Post,48,1,0,0,BR,Desktop,New,Low,57.9,1,38.85,0,0,0,0
TXN0038136,CUST025350,2026-04-11,Post,10,1,0,0,MX,Mobile,Existing,Medium,48.85,1,75.47,0,0,0,0
TXN0002535,CUST025011,2026-02-05,Pre,-55,0,0,0,CR,Desktop,Existing,Low,32.45,0,83.27,0,0,0,0
TXN0024502,CUST022855,2026-03-18,Pre,-14,0,0,0,US,Desktop,Existing,Low,20.25,1,59.63,0,0,0,0
TXN0007231,CUST009665,2026-02-14,Pre,-46,0,0,0,US,Desktop,New,Low,42.99,1,65.05,0,0,0,0
TXN0022815,CUST002907,2026-03-15,Pre,-17,0,0,0,US,Desktop,Existing,Medium,70.16,1,321.79,1,0,0,0
TXN0009572,CUST022253,2026-02-18,Pre,-42,0,0,0,BR,Mobile,New,Medium,28.9,0,137.98,1,0,1,0
TXN0063735,CUST023704,2026-05-23,Post,52,1,0,0,US,Mobile,New,High,57.13,1,47.54,0,0,1,0
TXN0056425,CUST000640,2026-05-11,Post,40,1,0,0,US,Desktop,New,Medium,50.85,1,228.14,1,0,0,0
TXN0044827,CUST010087,2026-04-23,Post,22,1,0,0,BR,Desktop,Existing,Low,61.0,1,31.8,0,0,0,0
TXN0035365,CUST001061,2026-04-07,Post,6,1,1,0,BR,Mobile,Existing,Medium,205.19,1,73.84,1,1,0,0
TXN0056204,CUST003441,2026-05-10,Post,39,1,0,1,BR,Mobile,New,Low,90.64,1,79.41,0,0,1,0
TXN0000821,CUST023586,2026-02-02,Pre,-58,0,0,0,MX,Desktop,Existing,Low,193.44,1,182.78,0,0,0,0
TXN0026981,CUST022065,2026-03-23,Pre,-9,0,0,0,US,Desktop,New,High,11.69,0,218.71,1,0,1,0
TXN0009103,CUST021790,2026-02-18,Pre,-42,0,0,0,US,Mobile,Existing,Low,16.14,0,66.08,1,0,0,0
TXN0009735,CUST005721,2026-02-19,Pre,-41,0,0,0,MX,Mobile,Existing,Low,99.5,1,124.95,0,0,0,0
TXN0022064,CUST012892,2026-03-13,Pre,-19,0,0,0,MX,Desktop,Existing,High,28.84,1,124.42,0,0,0,0
TXN0049225,CUST009445,2026-04-30,Post,29,1,0,0,MX,Desktop,Existing,Low,63.83,1,128.98,1,0,0,0
TXN0056891,CUST015999,2026-05-11,Post,40,1,0,0,MX,Mobile,Existing,Medium,90.72,1,55.6,0,0,0,0
TXN0005836,CUST009615,2026-02-11,Pre,-49,0,0,0,CR,Desktop,New,Medium,70.08,1,185.35,1,0,0,0
TXN0019326,CUST009425,2026-03-09,Pre,-23,0,0,0,BR,Mobile,New,Medium,41.23,1,102.85,1,0,0,0
TXN0026372,CUST019615,2026-03-21,Pre,-11,0,0,0,US,Desktop,New,Low,20.16,1,44.39,0,0,1,0
TXN0046889,CUST012710,2026-04-27,Post,26,1,0,0,US,Desktop,Existing,Low,170.98,1,32.8,0,0,0,0
