merchant_id,as_of_date,country,industry,tenure_months,account_status,kyc_status,risk_tier,profitability_tier,monthly_payment_volume_usd,transaction_count_30d,avg_settlement_delay_hours,payout_failure_rate_90d,support_contacts_90d,mobile_app_active,instant_settlement_enabled,contacted_last_30d
LS053130,2026-08-01,BR,Digital goods,13,Active,Pending,Medium,Medium,16058.09,258,31.8,0.0139,1,1,1,0
LS052238,2026-08-01,BR,Food & beverage,39,Active,Verified,Low,Medium,23753.23,265,18.3,0.0089,0,0,0,0
LS053748,2026-08-01,MX,Retail,21,Active,Verified,Medium,High,42266.09,532,4.0,0.0,0,1,0,0
LS009309,2026-08-01,US,Retail,22,Active,Verified,Low,Low,7713.11,89,25.6,0.0157,1,0,0,0
LS046197,2026-08-01,BR,Food & beverage,36,Active,Verified,High,Low,4630.75,50,24.8,0.0042,0,0,0,1
LS039417,2026-08-01,BR,Digital goods,14,Active,Verified,Medium,Medium,72864.15,1717,46.6,0.0158,0,1,0,0
LS040377,2026-08-01,US,Digital goods,15,Active,Verified,Low,Medium,20620.4,95,29.8,0.0134,1,1,0,0
LS048373,2026-08-01,US,Food & beverage,46,Active,Verified,Low,Medium,6243.91,121,32.2,0.0305,0,1,0,0
LS017536,2026-08-01,US,Digital goods,55,Active,Verified,Low,Low,18134.18,241,32.1,0.0164,3,1,1,0
LS054060,2026-08-01,MX,Retail,13,Closed,Verified,Medium,Medium,32458.58,399,15.7,0.005,1,1,0,0
LS014435,2026-08-01,US,Travel,69,Active,Verified,Low,High,5780.44,111,27.9,0.0143,1,0,1,0
LS033237,2026-08-01,US,Professional services,37,Active,Verified,Low,Medium,3354.58,42,21.5,0.0109,0,1,0,0
LS043812,2026-08-01,US,Retail,45,Active,Verified,Low,High,4933.57,91,32.8,0.0071,1,1,0,0
LS018387,2026-08-01,US,Retail,30,Active,Verified,Low,Medium,4535.9,54,51.5,0.0125,1,1,1,0
LS054722,2026-08-01,US,Food & beverage,15,Active,Verified,Low,High,42007.11,1028,50.9,0.0208,2,0,0,0
LS016788,2026-08-01,US,Digital goods,40,Active,Verified,Low,Medium,9341.45,113,15.7,0.0006,2,1,0,0
LS005639,2026-08-01,US,Digital goods,6,Active,Verified,Low,Medium,8118.41,92,18.7,0.0094,0,0,0,0
LS022309,2026-08-01,US,Retail,10,Active,Verified,Low,Low,7718.05,147,32.3,0.0104,1,1,1,0
LS047945,2026-08-01,US,Digital goods,16,Active,Verified,Low,Medium,11582.81,126,43.5,0.022,1,1,1,1
LS018893,2026-08-01,CR,Professional services,28,Active,Verified,Medium,Low,21495.48,252,17.6,0.0121,1,1,1,0
LS018099,2026-08-01,MX,Travel,40,Active,Verified,Low,Medium,13043.73,140,30.1,0.0219,1,1,0,0
LS043296,2026-08-01,US,Retail,9,Active,Verified,Low,Medium,22694.35,209,27.3,0.0069,0,1,0,0
LS017712,2026-08-01,CR,Retail,13,Active,Verified,Low,Low,4632.77,61,25.2,0.0039,0,0,0,0
LS055674,2026-08-01,US,Food & beverage,13,Active,Verified,Low,High,12297.87,145,24.7,0.0,0,0,0,1
LS036653,2026-08-01,MX,Food & beverage,32,Paused,Verified,Medium,Low,16650.62,205,17.1,0.0126,1,1,0,0
LS055003,2026-08-01,BR,Professional services,10,Active,Verified,Low,High,9539.02,138,28.8,0.0024,0,1,0,0
LS004020,2026-08-01,BR,Retail,17,Active,Verified,Low,High,1952.32,27,25.1,0.0,0,0,0,1
LS039297,2026-08-01,MX,,55,Active,Verified,High,Medium,48934.24,664,11.5,0.0103,0,1,1,0
LS017006,2026-08-01,US,Professional services,4,Active,Pending,High,Medium,6299.21,69,30.7,0.0105,0,0,1,0
LS046185,2026-08-01,CR,Retail,15,Active,Pending,Low,Low,5540.19,41,20.1,0.0089,0,0,1,0
LS001675,2026-08-01,MX,Food & beverage,26,Active,Verified,Low,High,9995.76,174,32.1,0.0136,1,0,0,0
LS044274,2026-08-01,MX,Travel,21,Active,Verified,Medium,Medium,9247.67,159,41.3,0.0145,1,0,0,0
LS012603,2026-08-01,US,Travel,14,Active,Verified,Medium,Medium,7053.17,109,26.6,0.0,0,1,0,0
LS035889,2026-08-01,BR,Professional services,5,Active,Verified,Medium,Low,8958.13,172,33.7,0.0069,1,1,0,0
LS010213,2026-08-01,MX,Digital goods,49,Active,Verified,Low,High,22301.86,447,44.5,0.0111,0,1,1,0
LS045381,2026-08-01,US,Food & beverage,16,Active,Verified,Low,Medium,8586.06,90,26.6,0.0134,1,1,0,0
LS039521,2026-08-01,US,Food & beverage,40,Active,Verified,Medium,Medium,15009.97,144,6.7,0.0,3,0,1,0
LS002724,2026-08-01,MX,Food & beverage,69,Active,Verified,Medium,Low,13206.59,124,12.2,0.0,1,1,0,0
LS027519,2026-08-01,US,Professional services,27,Active,Expired,Low,Medium,8954.65,196,16.8,0.0091,1,1,0,1
LS052560,2026-08-01,US,Professional services,68,Active,Verified,Medium,Medium,30379.39,303,21.4,0.0034,1,0,1,0
LS045559,2026-08-01,BR,Food & beverage,18,Active,Verified,Low,High,16708.45,252,37.0,0.0141,1,0,0,0
LS057254,2026-08-01,BR,Food & beverage,44,Active,Verified,Medium,Medium,19615.98,316,49.2,0.0,0,0,0,0
LS021021,2026-08-01,MX,Professional services,25,Active,Verified,Low,Medium,36048.47,335,4.0,0.0,0,1,0,0
LS016308,2026-08-01,BR,Retail,18,Active,Verified,Low,Medium,17545.62,238,10.8,0.0,1,1,0,1
LS027117,2026-08-01,CR,Retail,25,Closed,Verified,Medium,High,24680.21,569,37.0,0.0274,0,0,0,0
LS029167,2026-08-01,MX,Retail,53,Active,Verified,Low,Medium,15393.65,339,29.2,0.0188,1,1,1,0
LS003779,2026-08-01,BR,Food & beverage,31,Active,Verified,Low,High,9305.75,115,18.7,0.0,1,1,1,0
LS031183,2026-08-01,CR,,33,Active,Verified,Low,Medium,4462.87,21,13.4,0.0,1,0,0,0
LS008161,2026-08-01,BR,Professional services,59,Active,Verified,Low,High,56519.64,488,15.1,0.0,2,1,1,0
LS046951,2026-08-01,MX,Food & beverage,4,Active,Expired,Medium,Medium,12385.11,184,39.2,0.0056,0,1,1,0
LS037503,2026-08-01,US,Travel,26,Active,Verified,Low,Low,7870.98,69,35.9,0.0206,0,1,0,0
LS027770,2026-08-01,CR,Professional services,17,Active,Verified,Low,Medium,16117.62,285,49.4,0.0243,1,1,1,0
LS033537,2026-08-01,BR,Retail,39,Active,Verified,High,Low,9682.44,236,30.7,0.0,1,1,1,0
LS015304,2026-08-01,BR,Food & beverage,26,Active,Pending,Low,Low,5170.69,29,14.6,0.0026,0,1,0,0
LS031488,2026-08-01,CR,Professional services,22,Active,Verified,High,Low,9678.32,84,15.3,0.0,0,1,0,0
LS036848,2026-08-01,MX,Professional services,11,Active,Verified,Low,Low,6608.42,120,22.2,0.0004,2,1,0,0
LS011713,2026-08-01,BR,Retail,38,Active,Verified,Medium,Medium,29074.59,686,41.9,0.0233,2,0,0,0
LS008144,2026-08-01,MX,Professional services,18,Active,Verified,Low,High,6844.81,172,51.3,0.0392,6,1,0,0
LS029145,2026-08-01,US,Food & beverage,43,Paused,Verified,Low,Medium,23125.1,313,15.3,0.0222,0,0,1,0
LS009349,2026-08-01,BR,Food & beverage,56,Active,Verified,Low,Low,14238.21,191,17.9,0.0045,1,1,0,0
LS049177,2026-08-01,US,Food & beverage,42,Active,Pending,Medium,Medium,26040.18,346,60.0,0.0293,3,1,0,0
LS001323,2026-08-01,MX,Retail,34,Active,Verified,Medium,Low,8687.9,115,28.1,0.0137,1,0,0,0
LS049539,2026-08-01,US,Retail,5,Active,Verified,High,Low,11460.54,201,35.9,0.0182,1,1,0,0
LS050928,2026-08-01,BR,Digital goods,7,Active,Verified,High,High,3015.08,106,28.8,0.011,0,1,0,1
LS010472,2026-08-01,CR,Retail,15,Active,Verified,Low,High,14929.81,335,10.6,0.0,0,1,0,0
LS017158,2026-08-01,US,Professional services,41,Active,Verified,Low,Medium,92376.56,1442,17.8,0.0,0,1,1,0
LS049634,2026-08-01,US,Retail,12,Active,Pending,Low,Medium,7584.42,58,20.8,0.0021,1,0,0,0
LS023659,2026-08-01,US,Professional services,15,Active,Verified,Low,Medium,23053.99,293,25.7,0.0128,3,1,1,0
LS036169,2026-08-01,BR,Professional services,8,Active,Pending,Low,Low,24744.85,221,14.0,0.0,1,1,0,0
LS012000,2026-08-01,BR,Travel,10,Active,Verified,Medium,Medium,13897.82,240,34.8,0.0227,0,0,0,0
LS001072,2026-08-01,US,Professional services,23,Active,Verified,Low,Medium,8603.69,126,34.3,0.0141,0,0,0,0
LS012719,2026-08-01,CR,Retail,84,Active,Verified,Low,Low,1941.7,35,27.7,0.0226,0,0,0,0
LS026845,2026-08-01,MX,Digital goods,19,Active,Verified,Low,Medium,6640.26,67,43.2,0.0237,0,0,0,0
LS052962,2026-08-01,CR,Food & beverage,46,Active,Verified,High,High,6126.41,43,20.5,0.0172,0,1,0,0
LS045251,2026-08-01,MX,Professional services,24,Active,Verified,Low,High,8833.94,141,7.7,0.0,0,1,0,0
LS058695,2026-08-01,CR,Food & beverage,8,Active,Verified,Low,Medium,40691.72,695,24.7,0.0158,1,1,0,0
LS014247,2026-08-01,MX,Retail,12,Active,Verified,Low,Medium,20950.29,321,28.9,0.0008,0,1,0,1
LS047823,2026-08-01,US,Professional services,22,Active,Verified,Medium,High,50327.25,500,27.7,0.009,1,1,1,1
LS024326,2026-08-01,US,Retail,12,Active,Verified,Medium,Medium,7586.88,115,27.2,0.0124,1,1,0,0
LS008706,2026-08-01,US,Digital goods,17,Active,Verified,Low,High,9494.52,141,28.7,0.0073,0,1,1,0
LS057114,2026-08-01,MX,Food & beverage,11,Active,Verified,Low,Low,6650.37,91,39.4,0.0228,0,1,0,0
LS043482,2026-08-01,US,Retail,16,Active,Verified,Medium,Medium,18520.63,398,16.5,0.0076,0,1,0,0
LS048149,2026-08-01,US,Retail,17,Active,Verified,High,Low,14495.05,206,4.0,0.0,0,1,0,0
LS038140,2026-08-01,US,Food & beverage,20,Closed,Verified,Medium,Medium,51963.08,768,44.2,0.0118,2,1,0,0
LS000427,2026-08-01,US,Retail,11,Paused,Verified,High,Low,41345.91,512,45.6,0.0227,1,0,0,0
LS035875,2026-08-01,BR,Retail,14,Active,Verified,Low,Low,21518.97,195,45.7,0.0178,1,1,1,0
LS012936,2026-08-01,BR,Digital goods,37,Active,Pending,Low,Medium,4702.15,91,63.4,0.0368,1,0,0,1
LS038932,2026-08-01,MX,Digital goods,20,Active,Verified,Medium,Medium,6226.05,64,36.3,0.0099,0,1,0,1
LS038074,2026-08-01,MX,Digital goods,18,Active,Verified,Medium,Low,7863.43,137,19.2,0.0004,0,1,0,0
LS039735,2026-08-01,BR,Retail,48,Active,Verified,Low,High,1974.12,25,21.1,0.0153,0,1,0,0
LS010139,2026-08-01,BR,Professional services,20,Active,Verified,Low,Medium,16081.14,352,44.7,0.0271,0,1,0,0
LS028156,2026-08-01,MX,Retail,20,Active,Verified,Medium,High,6014.52,97,18.9,0.0114,0,0,0,0
LS039243,2026-08-01,BR,Retail,40,Active,Expired,Medium,High,8475.99,64,37.0,0.0127,1,1,0,0
LS054008,2026-08-01,US,Retail,36,Active,Verified,Low,Low,8207.33,109,23.9,0.0173,0,0,1,1
LS056838,2026-08-01,US,Digital goods,74,Active,Verified,Low,Medium,1359.62,10,27.4,0.0086,0,1,0,0
LS052122,2026-08-01,US,Food & beverage,7,Closed,Verified,Medium,Medium,7093.63,88,14.4,0.0,0,1,0,0
LS038283,2026-08-01,CR,Professional services,20,Active,Verified,Low,Low,48509.61,887,30.5,0.0158,1,1,1,0
LS059885,2026-08-01,MX,Digital goods,27,Active,Verified,Low,Low,30072.89,283,19.5,0.0,0,1,1,0
LS011395,2026-08-01,US,Retail,30,Active,Expired,Low,High,17016.08,182,33.6,0.0212,2,0,0,1
LS047633,2026-08-01,BR,Professional services,21,Active,Verified,Low,Low,20037.69,377,18.6,0.0071,0,0,0,0
LS027830,2026-08-01,MX,Food & beverage,17,Active,Verified,Low,Low,12503.08,211,36.7,0.0175,0,1,0,0
LS045722,2026-08-01,MX,Professional services,28,Active,Verified,Low,Medium,12193.43,152,31.5,0.0146,0,0,0,0
LS043121,2026-08-01,US,Retail,54,Active,Verified,Low,High,55093.1,1038,22.6,0.0046,0,1,0,1
LS007594,2026-08-01,US,Professional services,40,Active,Verified,Medium,Low,5417.67,88,14.1,0.0035,0,0,0,1
LS007353,2026-08-01,CR,Food & beverage,6,Active,Verified,Low,Low,7619.12,93,4.0,0.0,0,0,1,0
LS030887,2026-08-01,US,Food & beverage,30,Active,Verified,Low,High,11824.77,189,9.9,0.0,0,0,0,0
LS053716,2026-08-01,MX,Professional services,17,Active,Verified,Medium,Low,8658.22,77,41.7,0.0127,0,0,0,0
LS007559,2026-08-01,CR,Retail,22,Active,Verified,Low,Low,5634.28,69,25.5,0.0012,0,1,0,0
LS049209,2026-08-01,US,Food & beverage,15,Active,Verified,Medium,Medium,4280.85,69,28.7,0.0195,2,1,0,0
LS026129,2026-08-01,BR,Professional services,55,Active,Verified,Low,Low,58848.27,1567,41.6,0.0214,2,0,1,0
LS005128,2026-08-01,CR,Digital goods,9,Active,Verified,Low,Low,33375.12,871,34.5,0.0091,2,1,1,0
LS048977,2026-08-01,US,Retail,16,Active,Verified,Low,Medium,9246.85,89,20.9,0.0131,0,1,0,0
LS028405,2026-08-01,US,Digital goods,4,Active,Verified,Low,High,10405.0,225,24.7,0.0256,0,1,0,1
LS010311,2026-08-01,BR,Retail,34,Active,Verified,Low,Low,5663.09,92,30.0,0.0,0,1,0,0
LS031751,2026-08-01,MX,Professional services,26,Active,Verified,Low,Low,4928.48,87,4.7,0.0,0,0,1,0
LS043162,2026-08-01,BR,Professional services,9,Active,Verified,High,Low,6220.7,68,36.8,0.016,2,1,0,0
LS024398,2026-08-01,BR,Professional services,35,Active,Pending,Medium,Medium,50081.27,859,25.8,0.0122,3,1,1,0
LS003306,2026-08-01,BR,Food & beverage,19,Active,Verified,Low,Medium,13363.73,129,6.3,0.0,0,1,1,0
LS058035,2026-08-01,US,Travel,55,Active,Verified,Low,Medium,16360.67,356,26.7,0.0155,0,0,0,1
LS027048,2026-08-01,MX,Retail,6,Active,Pending,Low,Medium,16894.78,118,29.8,0.0161,1,1,0,0
LS043325,2026-08-01,MX,Professional services,6,Active,Verified,Low,Low,3171.88,66,23.5,0.0024,1,0,0,0
LS009797,2026-08-01,CR,Food & beverage,48,Active,Verified,Medium,Medium,1785.02,28,13.0,0.0031,2,1,1,0
LS057546,2026-08-01,BR,Retail,49,Paused,Verified,Medium,High,35378.97,455,43.6,0.0009,0,1,1,0
LS013905,2026-08-01,MX,Retail,2,Active,Verified,Low,Low,13133.97,256,26.0,0.0111,0,1,0,0
LS023851,2026-08-01,US,Professional services,15,Active,Verified,Low,Low,16320.83,333,45.5,0.0179,1,0,0,0
LS024286,2026-08-01,MX,Professional services,23,Active,Verified,Low,High,23792.42,280,21.7,0.013,0,1,0,0
LS018992,2026-08-01,CR,Retail,11,Active,Verified,Medium,Low,12505.67,172,4.0,0.0,0,0,0,1
LS051871,2026-08-01,US,Retail,52,Active,Verified,Low,Low,20765.44,275,26.5,0.0219,0,1,1,0
LS033599,2026-08-01,MX,Digital goods,17,Active,Verified,High,Medium,8299.47,79,4.0,0.0051,1,0,0,0
LS001738,2026-08-01,CR,Professional services,14,Active,Verified,Low,High,8775.05,169,28.5,0.0079,1,0,0,0
LS015662,2026-08-01,US,Food & beverage,43,Active,Verified,Low,Medium,9670.15,121,52.1,0.0311,1,1,0,0
LS034559,2026-08-01,US,Retail,29,Active,Verified,Low,Medium,23568.91,479,26.7,0.0129,2,1,1,1
LS001977,2026-08-01,BR,Retail,30,Active,Verified,Low,Low,6853.1,83,21.6,0.0162,1,1,1,0
LS018382,2026-08-01,BR,Retail,28,Active,Verified,Low,Low,7498.55,120,43.8,0.0265,1,1,0,0
LS029394,2026-08-01,US,Professional services,51,Active,Verified,Low,Low,52948.46,766,30.2,0.0168,0,1,0,0
LS010749,2026-08-01,US,Digital goods,20,Active,Verified,Low,Medium,23241.24,298,20.7,0.0024,0,1,0,0
LS031458,2026-08-01,MX,Professional services,35,Active,Verified,Low,Medium,10708.16,112,26.5,0.0118,2,0,0,0
LS018654,2026-08-01,BR,Retail,12,Active,Verified,Medium,Low,12501.95,73,24.2,0.0073,0,0,0,0
LS005569,2026-08-01,CR,Food & beverage,18,Active,Verified,Low,High,20954.41,178,21.4,0.0099,2,1,0,0
LS012074,2026-08-01,US,Digital goods,34,Active,Verified,Low,Medium,96597.98,2287,31.1,0.0274,1,1,0,0
LS057518,2026-08-01,BR,Professional services,44,Active,Verified,Low,High,16633.59,231,41.4,0.0211,2,0,0,0
LS025176,2026-08-01,BR,Travel,34,Active,Verified,Low,Low,3422.26,34,32.2,0.0013,0,1,0,0
LS031678,2026-08-01,MX,Digital goods,18,Active,Verified,Low,Medium,5910.82,91,33.7,0.0271,0,0,0,0
LS026354,2026-08-01,BR,Food & beverage,29,Active,Verified,Medium,High,20396.45,248,26.7,0.0,0,1,0,1
LS006394,2026-08-01,MX,Food & beverage,38,Active,Verified,Low,Low,20669.67,225,23.8,0.003,0,1,1,0
LS049029,2026-08-01,US,Retail,16,Active,Verified,Low,Low,18733.34,436,34.3,0.0037,1,1,1,0
LS025130,2026-08-01,BR,Travel,27,Active,Pending,Medium,Medium,3581.29,49,37.8,0.0252,3,1,0,0
LS043123,2026-08-01,MX,Digital goods,36,Active,Verified,Low,Medium,7773.67,190,28.1,0.0063,0,0,0,0
LS026440,2026-08-01,MX,Retail,27,Active,Verified,Low,High,31894.18,373,38.6,0.0204,2,1,1,1
LS042000,2026-08-01,MX,Digital goods,16,Active,Verified,Medium,Medium,15960.43,339,4.0,0.0,0,0,0,0
LS015516,2026-08-01,CR,Retail,32,Active,Verified,High,Medium,11731.74,134,30.4,0.0212,0,1,0,0
LS023455,2026-08-01,US,Retail,72,Active,Verified,Low,Low,25979.24,486,31.6,0.0167,2,1,1,0
LS013065,2026-08-01,MX,Food & beverage,8,Active,Verified,Low,Low,16007.48,147,15.6,0.0,0,1,0,0
LS000843,2026-08-01,US,Digital goods,23,Active,Verified,Medium,Medium,4241.7,46,4.0,0.0,0,0,0,1
LS037452,2026-08-01,MX,Digital goods,27,Active,Verified,Low,Medium,29936.62,404,23.1,0.009,0,1,0,0
LS056370,2026-08-01,MX,Professional services,24,Active,Verified,Medium,High,8210.78,136,28.9,0.0165,1,0,0,0
LS018884,2026-08-01,BR,Professional services,21,Active,Verified,High,High,13088.66,258,31.0,0.0019,1,1,0,0
LS035806,2026-08-01,CR,Professional services,45,Active,Verified,Low,Low,16917.47,149,25.5,0.0221,3,1,0,0
LS052209,2026-08-01,BR,Food & beverage,44,Active,Verified,High,Medium,7902.57,108,54.5,0.0203,3,0,0,1
LS057539,2026-08-01,BR,Food & beverage,58,Active,Verified,Medium,Medium,8031.22,158,27.5,0.0135,0,0,0,0
LS047781,2026-08-01,MX,Food & beverage,67,Active,Verified,Low,Medium,16300.51,104,4.0,0.0,0,1,1,0
LS036060,2026-08-01,BR,Food & beverage,45,Active,Verified,Low,Medium,12218.51,155,26.0,0.0202,0,1,0,0
LS041014,2026-08-01,MX,Retail,21,Active,Verified,Medium,Medium,11908.08,363,22.1,0.0046,0,1,0,0
LS052705,2026-08-01,MX,Retail,32,Paused,Verified,High,Medium,17253.77,230,13.8,0.0,1,1,0,0
LS005330,2026-08-01,MX,Food & beverage,45,Active,Verified,Low,Medium,12973.06,248,20.3,0.0075,1,1,1,0
LS049450,2026-08-01,MX,Professional services,14,Active,Verified,Low,Low,4907.19,73,15.9,0.0018,0,0,0,1
LS031696,2026-08-01,MX,Professional services,26,Active,Verified,Medium,Medium,7282.94,64,37.1,0.0216,2,0,0,0
LS010301,2026-08-01,CR,Retail,39,Active,Verified,Low,High,9280.07,205,25.8,0.0032,0,1,0,1
LS044159,2026-08-01,MX,Professional services,32,Active,Verified,Medium,High,9913.8,75,14.1,0.0077,1,1,0,0
LS053517,2026-08-01,CR,Food & beverage,11,Active,Expired,Low,Low,8502.09,114,7.3,0.0093,0,1,0,0
LS019644,2026-08-01,US,Professional services,22,Active,Verified,Low,Low,14297.65,142,36.6,0.0245,1,1,0,0
LS032021,2026-08-01,MX,Professional services,13,Active,Verified,Low,Low,11789.16,178,20.2,0.0142,0,0,0,0
LS057996,2026-08-01,CR,Retail,7,Active,Verified,Low,Medium,8088.75,184,13.0,0.0045,0,1,1,0
LS004948,2026-08-01,MX,Digital goods,10,Active,Verified,Low,High,24666.24,480,42.8,0.0268,2,1,0,0
LS001440,2026-08-01,BR,Digital goods,8,Active,Verified,Low,Medium,8645.57,53,33.3,0.0179,1,1,0,0
LS053248,2026-08-01,CR,Food & beverage,27,Active,Verified,Medium,High,48153.6,1116,22.9,0.0239,0,1,0,0
LS049692,2026-08-01,US,Retail,22,Active,Expired,Low,Medium,5744.13,108,35.9,0.0221,0,0,0,0
LS050080,2026-08-01,MX,Food & beverage,18,Active,Pending,Medium,High,2097.54,26,19.5,0.0001,2,0,0,1
LS029374,2026-08-01,US,Professional services,32,Active,Verified,Medium,Low,20911.04,276,32.6,0.0121,1,1,0,0
LS057166,2026-08-01,CR,Professional services,29,Active,Verified,Medium,Medium,8242.28,130,19.4,0.0239,1,0,0,0
LS005715,2026-08-01,US,Food & beverage,14,Active,Verified,Low,Medium,8901.98,132,29.9,0.0117,0,0,0,0
LS010406,2026-08-01,US,Professional services,31,Active,Verified,Low,Medium,10415.55,100,23.9,0.0097,0,1,0,0
LS003790,2026-08-01,US,Food & beverage,14,Active,Expired,Low,High,68809.27,1343,24.1,0.0096,1,0,0,0
LS054930,2026-08-01,CR,Retail,72,Active,Verified,Low,High,26808.56,520,29.5,0.0204,0,0,1,0
LS057725,2026-08-01,US,Professional services,38,Active,Verified,Medium,High,24155.53,495,21.4,0.0054,0,1,1,0
LS010731,2026-08-01,MX,Professional services,50,Active,Verified,Medium,High,39755.83,887,37.7,0.0261,0,1,0,0
LS045996,2026-08-01,US,Professional services,14,Active,Verified,Low,Low,49689.33,610,29.9,0.0146,1,1,0,1
LS054406,2026-08-01,MX,Professional services,33,Active,Verified,Medium,Medium,15690.15,162,34.7,0.0157,0,0,0,1
LS054118,2026-08-01,MX,Retail,19,Active,Verified,Low,High,11574.78,193,22.2,0.0019,2,1,0,0
LS011488,2026-08-01,BR,Professional services,10,Closed,Verified,Low,Medium,30170.54,503,20.5,0.0125,1,1,1,0
LS052669,2026-08-01,MX,Retail,5,Active,Verified,Low,Medium,32302.78,433,4.0,0.0,2,1,0,0
LS008595,2026-08-01,BR,Digital goods,17,Active,Verified,Low,High,4827.21,102,11.3,0.0149,1,1,1,0
LS037316,2026-08-01,MX,Professional services,28,Active,Expired,Medium,Low,16980.41,178,40.7,0.0174,1,1,0,0
LS053431,2026-08-01,US,Travel,25,Active,Verified,High,High,10204.92,159,23.5,0.0281,1,1,1,0
LS027257,2026-08-01,US,Professional services,15,Active,Verified,Low,Medium,15350.67,234,30.1,0.0129,3,1,0,0
LS037485,2026-08-01,US,Food & beverage,48,Active,Verified,Low,Medium,6018.38,96,12.7,0.0074,0,1,0,0
LS022407,2026-08-01,BR,Professional services,67,Active,Verified,Low,Low,41104.05,657,12.6,0.0,1,1,0,0
LS022561,2026-08-01,BR,Travel,10,Active,Verified,High,High,70998.32,971,21.2,0.0067,1,1,0,0
LS027742,2026-08-01,MX,Food & beverage,21,Active,Verified,High,Low,34977.76,508,8.0,0.0,0,1,0,0
LS057010,2026-08-01,US,Professional services,6,Active,Verified,Medium,Low,2746.28,40,9.0,0.0,0,0,0,0
LS000758,2026-08-01,US,Food & beverage,10,Active,Verified,Low,Medium,7303.91,146,43.5,0.0408,4,1,0,0
LS008625,2026-08-01,US,Retail,53,Active,Verified,Medium,High,3845.12,60,15.2,0.0139,0,0,0,1
LS006220,2026-08-01,MX,Professional services,21,Active,Verified,Low,Low,22155.86,447,29.6,0.0064,1,1,0,0
LS011548,2026-08-01,CR,Food & beverage,8,Active,Verified,Low,High,28036.18,284,4.0,0.0,2,1,0,0
LS052567,2026-08-01,BR,Digital goods,16,Active,Verified,Low,High,4098.72,56,15.9,0.0019,0,0,0,0
LS015308,2026-08-01,US,Digital goods,31,Active,Pending,Low,Medium,9011.49,73,24.0,0.0139,0,1,0,0
LS024440,2026-08-01,MX,Travel,30,Active,Verified,High,Low,2550.97,46,15.2,0.0015,0,1,1,0
LS004841,2026-08-01,MX,Food & beverage,28,Active,Verified,High,Medium,27831.09,599,23.9,0.015,1,1,0,0
LS003982,2026-08-01,US,Travel,65,Active,Verified,Low,Medium,12601.15,208,17.5,0.0015,2,1,0,0
LS053064,2026-08-01,MX,Digital goods,26,Active,Verified,Low,Medium,10194.11,57,14.1,0.0079,1,1,0,0
LS008691,2026-08-01,US,Retail,31,Active,Verified,Low,High,18905.27,377,13.2,0.0202,0,1,0,0
LS057554,2026-08-01,US,Digital goods,45,Active,Verified,Low,Low,58445.35,276,40.4,0.0042,0,1,0,1
LS014663,2026-08-01,MX,Professional services,30,Active,Verified,Low,Low,25154.68,235,29.8,0.001,0,1,1,1
LS030296,2026-08-01,US,Food & beverage,21,Active,Verified,Medium,High,36378.08,419,32.9,0.0152,0,1,1,1
LS049400,2026-08-01,US,Digital goods,36,Closed,Verified,Low,High,33579.66,415,39.1,0.0238,1,0,1,0
LS000553,2026-08-01,US,Retail,24,Active,Pending,Medium,Medium,22036.68,295,15.4,0.0,0,1,1,0
LS027343,2026-08-01,MX,Retail,2,Active,Verified,Medium,Medium,28058.65,589,37.8,0.0207,0,1,0,0
LS029266,2026-08-01,CR,Retail,7,Active,Verified,Low,Low,2754.66,58,40.0,0.0192,1,0,0,1
LS004024,2026-08-01,MX,Retail,35,Active,Verified,Medium,Medium,10008.3,101,26.0,0.0244,1,1,0,0
LS001511,2026-08-01,CR,Food & beverage,9,Active,Verified,Low,High,4820.58,77,17.9,0.0,0,1,0,0
LS030668,2026-08-01,MX,Travel,13,Active,Verified,Low,Medium,35957.97,583,7.7,0.0093,0,1,1,0
LS014607,2026-08-01,US,Food & beverage,21,Active,Verified,Low,Low,4147.23,67,27.4,0.0119,3,1,0,0
LS022095,2026-08-01,MX,Digital goods,30,Active,Verified,Low,Low,10585.7,138,35.6,0.001,0,0,0,0
LS053783,2026-08-01,US,Professional services,21,Active,Verified,Low,Low,5343.3,38,22.9,0.0059,1,1,0,0
LS057791,2026-08-01,US,Professional services,23,Active,Verified,High,Medium,11631.4,278,9.4,0.0,0,0,1,0
LS034465,2026-08-01,MX,Food & beverage,28,Active,Verified,Medium,Medium,4183.07,51,31.5,0.0163,1,0,0,0
LS031085,2026-08-01,BR,Professional services,35,Paused,Verified,Low,High,24781.06,336,26.6,0.0065,1,1,0,0
LS003901,2026-08-01,US,Retail,9,Active,Verified,Low,High,20133.82,290,12.9,0.0079,0,1,1,1
LS010678,2026-08-01,BR,Professional services,6,Active,Verified,High,Medium,4775.81,78,15.4,0.0214,1,0,0,0
LS059169,2026-08-01,US,Retail,60,Active,Verified,Low,Medium,7522.25,57,39.0,0.0174,0,1,0,0
LS036002,2026-08-01,MX,Digital goods,45,Active,Verified,Low,Low,7500.73,55,29.9,0.0151,1,0,0,0
LS016499,2026-08-01,MX,Food & beverage,16,Active,Verified,Medium,Low,5406.73,110,20.4,0.0,0,1,0,0
LS048970,2026-08-01,MX,Retail,15,Active,Verified,Low,Medium,27075.35,526,24.7,0.0186,0,1,0,0
LS003655,2026-08-01,CR,Digital goods,47,Active,Verified,Medium,Medium,10922.01,402,35.8,0.0141,0,1,1,0
